Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
13,5,2008,16.80,8.47,73.68,0.86,16.88,0.07,5.86
14,5,2008,24.56,6.97,45.70,0.87,28.30,0.00,3.46
15,5,2008,28.22,14.45,34.82,0.23,23.52,0.03,4.62
16,5,2008,30.52,14.47,35.68,0.44,24.27,0.36,8.50
17,5,2008,25.29,13.07,48.35,0.13,28.63,0.01,4.96
18,5,2008,21.88,9.46,70.93,0.71,11.78,7.87,4.28
19,5,2008,18.19,8.66,74.18,2.66,23.26,0.19,3.83
20,5,2008,21.62,7.50,63.52,2.46,25.26,0.00,3.48
21,5,2008,25.76,9.79,52.07,1.58,28.60,0.00,3.36
22,5,2008,29.43,13.07,39.29,0.44,27.26,0.05,4.37
23,5,2008,31.20,15.30,35.58,0.20,26.40,0.11,3.41
24,5,2008,32.17,18.72,26.95,0.20,26.12,0.03,5.08
25,5,2008,32.30,17.83,22.25,0.10,28.98,0.00,6.67
26,5,2008,35.26,17.30,24.25,0.11,29.27,0.00,6.41
27,5,2008,29.89,15.12,48.26,0.09,28.99,0.00,5.21
28,5,2008,28.23,13.21,60.44,0.12,22.46,0.38,10.77
29,5,2008,22.74,12.82,64.37,0.31,24.04,0.01,6.31
30,5,2008,25.64,12.46,57.56,0.17,27.68,0.00,3.00
31,5,2008,31.37,14.68,38.74,0.10,28.10,0.00,3.78
1,6,2008,33.69,19.02,34.19,0.10,27.87,0.00,4.51
2,6,2008,27.49,14.79,52.70,0.11,25.35,0.03,3.46
3,6,2008,25.97,13.79,54.04,0.08,26.54,0.00,3.63
4,6,2008,26.26,13.92,56.30,0.09,27.55,0.01,4.53
5,6,2008,28.51,14.54,56.77,0.10,27.11,0.00,4.38
6,6,2008,26.84,15.08,58.52,0.08,23.74,0.18,3.95
7,6,2008,25.01,16.33,74.18,1.51,19.18,3.75,2.50
8,6,2008,20.64,15.99,86.77,1.70,11.32,13.17,2.44
9,6,2008,22.19,15.93,79.10,3.09,12.89,8.30,6.62
10,6,2008,19.17,13.33,80.14,2.18,10.09,1.83,4.92
11,6,2008,23.70,10.35,72.57,3.81,27.75,0.00,3.73
12,6,2008,24.09,11.59,65.17,3.10,24.58,0.00,4.26
13,6,2008,27.00,10.56,54.40,2.16,28.08,0.00,3.71
14,6,2008,29.99,15.56,47.38,0.82,27.67,0.00,3.90
15,6,2008,32.28,16.31,35.74,0.39,27.45,0.01,3.95
16,6,2008,35.78,19.95,29.01,0.34,26.80,0.00,4.99
17,6,2008,31.51,18.22,51.39,0.27,17.94,0.06,7.11
18,6,2008,34.16,16.58,45.92,0.35,26.55,0.00,3.79
19,6,2008,34.30,19.27,38.47,0.29,27.32,0.00,2.66
20,6,2008,36.25,20.83,36.71,0.28,27.61,0.00,3.04
21,6,2008,36.08,21.11,36.36,0.37,23.57,0.09,2.55
22,6,2008,36.13,21.86,24.46,0.30,25.93,0.02,3.55
23,6,2008,36.26,22.61,23.47,0.25,26.98,0.00,3.51
24,6,2008,35.87,21.84,28.15,0.26,27.33,0.00,3.27
25,6,2008,35.37,20.20,41.47,0.25,28.10,0.00,3.81
26,6,2008,36.03,17.87,40.97,0.24,28.33,0.00,3.94
27,6,2008,34.76,18.62,40.80,0.23,28.25,0.00,5.72
28,6,2008,32.44,18.09,36.51,0.21,28.24,0.00,5.48
29,6,2008,33.97,15.27,29.83,0.22,28.52,0.00,3.39
30,6,2008,36.81,19.29,36.63,0.24,28.12,0.01,2.27
1,7,2008,33.64,21.49,52.51,0.41,19.45,0.44,3.46
2,7,2008,35.02,18.37,46.63,0.41,28.00,0.00,3.60
3,7,2008,37.01,20.41,35.86,0.22,28.14,0.00,3.63
4,7,2008,37.27,20.38,33.39,0.20,27.66,0.01,3.49
5,7,2008,34.22,22.57,44.54,2.20,22.79,2.75,3.05
6,7,2008,38.51,24.06,30.05,0.99,26.25,0.13,4.18
7,7,2008,40.85,27.46,26.40,0.39,25.99,0.38,5.25
8,7,2008,41.03,24.97,28.34,0.48,27.58,0.09,4.80
9,7,2008,39.74,24.52,25.40,0.22,26.69,0.02,3.39
10,7,2008,39.76,27.35,27.66,0.97,22.92,1.01,3.16
11,7,2008,40.26,26.15,22.71,0.42,25.14,0.01,4.22
12,7,2008,40.92,23.87,22.81,0.20,24.85,0.04,4.21
13,7,2008,40.80,25.39,29.62,0.27,25.65,0.23,5.59
14,7,2008,37.09,24.30,41.63,0.50,22.62,0.21,3.36
15,7,2008,38.07,23.69,33.56,0.34,18.94,0.53,4.24
16,7,2008,34.23,21.19,58.05,0.47,26.55,0.00,5.78
17,7,2008,33.99,19.90,44.62,0.19,26.88,0.00,3.27
18,7,2008,37.00,21.37,37.56,0.16,27.10,0.00,4.56
19,7,2008,35.67,20.83,36.40,0.16,26.82,0.00,2.90
20,7,2008,38.47,22.85,28.65,0.16,27.27,0.00,3.42
21,7,2008,39.60,22.57,25.30,0.16,26.63,0.00,3.97
22,7,2008,37.02,21.15,28.57,0.15,27.12,0.00,5.27
23,7,2008,34.09,18.78,30.92,0.14,26.67,0.00,3.08
24,7,2008,33.99,20.75,32.78,0.14,26.64,0.00,2.73
25,7,2008,37.34,22.49,27.18,0.16,26.18,0.02,3.55
26,7,2008,40.36,25.23,22.83,0.17,26.20,0.01,4.26
27,7,2008,38.27,22.46,25.13,0.15,27.06,0.00,4.17
28,7,2008,36.07,23.04,32.72,0.14,26.35,0.00,2.76
29,7,2008,35.89,23.84,31.55,0.15,24.70,0.02,2.70
30,7,2008,35.84,24.16,31.92,0.23,21.48,0.11,4.19
31,7,2008,35.75,24.98,38.48,0.72,23.40,1.10,2.75
1,8,2008,37.57,24.08,30.01,0.63,26.41,0.00,4.16
2,8,2008,36.68,20.34,31.31,0.15,26.75,0.00,5.17
3,8,2008,35.87,20.23,39.82,0.14,26.20,0.00,3.41
4,8,2008,36.70,22.30,35.22,0.13,25.85,0.00,3.37
5,8,2008,37.12,22.64,36.12,0.14,24.28,0.00,3.41
6,8,2008,35.92,23.53,34.88,0.12,25.47,0.00,3.26
7,8,2008,34.24,24.38,44.14,0.27,21.12,0.59,2.33
8,8,2008,36.25,23.73,42.47,0.56,24.00,0.05,3.68
9,8,2008,35.85,23.40,47.57,0.14,23.97,0.00,5.17
10,8,2008,35.38,22.02,45.44,0.12,25.19,0.00,3.74
11,8,2008,35.26,23.08,41.23,0.12,25.19,0.00,2.79
12,8,2008,37.36,23.69,37.83,0.13,24.84,0.00,3.66
13,8,2008,38.44,25.68,32.30,0.46,22.90,0.41,2.99
14,8,2008,38.89,26.18,27.33,0.72,22.54,0.63,3.45
15,8,2008,38.44,22.84,40.76,0.39,23.59,0.19,4.17
16,8,2008,33.69,22.58,44.32,0.17,24.41,0.03,3.87
17,8,2008,37.16,23.11,36.46,0.29,23.52,0.38,3.18
18,8,2008,38.36,25.38,29.02,0.41,21.41,0.13,3.36
19,8,2008,40.05,26.27,22.64,0.21,22.52,0.06,3.06
20,8,2008,39.87,25.84,32.04,0.14,23.59,0.00,3.44
21,8,2008,38.47,24.54,32.97,0.12,24.19,0.00,3.05
22,8,2008,38.62,25.87,25.85,0.14,23.89,0.05,3.52
23,8,2008,37.65,25.81,28.43,0.88,17.41,0.95,2.89
24,8,2008,34.69,22.33,46.08,0.57,22.62,0.44,4.89
25,8,2008,32.58,20.66,52.60,0.22,21.42,0.00,4.55
26,8,2008,32.13,19.51,45.95,0.10,23.19,0.00,3.26
27,8,2008,29.61,21.00,58.66,1.46,19.59,4.19,2.46
28,8,2008,26.94,19.81,68.68,2.26,20.59,1.02,2.47
29,8,2008,29.31,19.97,65.97,1.48,19.84,0.85,3.55
30,8,2008,31.36,21.02,59.53,1.17,19.58,0.78,3.51
31,8,2008,30.56,20.19,50.58,0.66,22.60,0.00,3.32
1,9,2008,30.28,16.62,51.12,0.16,24.29,0.00,3.11
2,9,2008,30.50,17.70,63.67,0.38,21.52,1.30,3.35
3,9,2008,32.75,20.20,55.35,1.06,22.12,0.35,4.02
4,9,2008,32.99,22.38,51.88,1.04,19.53,1.39,3.52
5,9,2008,35.26,22.11,44.65,1.13,19.01,0.70,4.03
6,9,2008,35.62,23.36,36.77,1.04,20.56,1.14,4.80
7,9,2008,35.53,22.27,34.40,0.66,16.68,0.02,4.66
8,9,2008,35.65,19.98,31.99,0.14,21.75,0.00,3.94
9,9,2008,36.14,23.51,26.04,0.11,16.69,0.04,4.90
10,9,2008,36.25,24.93,18.79,0.18,21.21,0.19,5.65
11,9,2008,34.80,20.86,36.57,0.20,20.12,0.01,4.45
12,9,2008,28.52,15.72,55.68,0.16,21.64,0.25,4.89
13,9,2008,24.20,13.59,52.41,0.19,22.21,0.00,5.37
14,9,2008,26.90,13.46,54.99,0.10,22.09,0.00,4.70
15,9,2008,27.85,14.16,47.44,0.09,21.90,0.00,3.50
16,9,2008,29.98,17.44,35.86,0.09,21.75,0.00,4.38
17,9,2008,32.30,18.94,34.63,0.09,21.56,0.00,3.53
18,9,2008,33.54,18.07,41.04,0.09,20.98,0.00,4.07
19,9,2008,27.91,14.77,45.68,0.06,21.38,0.00,7.39
20,9,2008,24.65,14.13,60.83,0.05,20.60,0.00,6.84
21,9,2008,25.45,11.26,57.20,0.07,21.05,0.00,4.67
22,9,2008,24.12,12.10,58.06,0.07,19.16,0.00,3.01
23,9,2008,26.33,13.50,51.65,0.07,20.22,0.00,3.52
24,9,2008,25.99,15.09,50.15,0.07,20.24,0.00,2.74
25,9,2008,30.85,16.09,43.57,0.08,19.86,0.00,3.79
26,9,2008,22.59,14.36,60.73,0.07,10.01,0.05,2.38
27,9,2008,22.43,14.41,56.28,0.08,18.12,0.02,2.11
28,9,2008,23.09,13.60,53.09,0.07,19.20,0.00,2.51
29,9,2008,22.14,14.80,68.35,0.12,12.00,0.13,2.92
30,9,2008,25.53,14.40,62.49,0.12,18.40,0.00,2.32
1,10,2008,25.06,14.70,57.59,0.08,18.65,0.00,2.33
2,10,2008,25.43,15.54,73.38,0.31,18.63,13.16,2.53
3,10,2008,20.33,14.85,88.89,1.95,12.30,7.16,2.46
4,10,2008,19.89,12.54,70.69,3.19,17.55,0.12,6.08
5,10,2008,18.09,12.67,76.26,1.79,10.18,1.31,2.27
6,10,2008,20.91,12.12,67.78,2.17,15.58,0.00,2.84
7,10,2008,21.89,11.91,77.15,1.74,15.93,1.05,2.90
8,10,2008,22.18,11.94,71.01,1.78,15.93,0.01,2.36
9,10,2008,23.33,11.31,65.11,1.30,13.79,0.00,3.31
10,10,2008,26.52,10.75,68.75,0.85,15.92,0.00,2.99
11,10,2008,27.51,14.90,73.17,0.48,17.05,0.00,2.65
12,10,2008,23.67,17.21,83.07,0.84,12.49,5.67,2.16
13,10,2008,18.11,15.80,93.03,1.05,5.09,6.30,2.16
14,10,2008,16.26,12.60,95.88,0.37,0.91,9.91,1.48
15,10,2008,19.33,12.14,87.21,1.62,11.94,1.68,2.37
16,10,2008,18.33,12.79,86.72,1.15,5.97,1.72,3.64
17,10,2008,19.29,9.42,75.54,2.30,17.61,0.01,2.76
18,10,2008,19.39,8.87,73.30,2.13,17.22,0.00,2.93
19,10,2008,18.08,10.01,82.57,1.35,12.68,0.00,2.64
20,10,2008,18.46,10.42,87.25,1.10,11.21,0.05,2.22
21,10,2008,19.87,10.89,81.52,1.43,15.36,0.22,2.12
22,10,2008,16.09,12.56,95.24,0.63,3.00,14.38,2.93
23,10,2008,20.73,11.75,87.54,1.62,11.90,4.36,2.63
24,10,2008,20.49,12.19,83.42,1.14,8.48,0.63,2.45
25,10,2008,21.43,13.11,81.12,1.30,6.34,2.39,3.75
26,10,2008,23.70,13.12,78.97,2.31,15.15,2.30,3.66
27,10,2008,19.90,12.09,85.39,1.40,11.45,0.03,2.30
28,10,2008,18.91,12.72,87.28,1.29,8.89,6.43,3.63
29,10,2008,16.25,5.80,84.77,1.07,5.17,3.77,3.47
30,10,2008,13.40,2.41,76.92,1.81,15.83,0.00,2.89
31,10,2008,11.43,6.50,93.66,0.26,1.18,14.08,2.18
1,11,2008,16.87,7.43,84.93,1.73,13.53,0.64,4.99
2,11,2008,18.37,10.02,75.89,2.24,15.22,0.09,4.91
3,11,2008,17.20,9.65,82.98,1.62,12.32,15.80,3.25
4,11,2008,12.22,4.04,95.03,0.95,6.04,10.52,2.71
5,11,2008,11.09,3.53,89.38,1.48,10.90,5.78,3.32
6,11,2008,11.92,5.33,85.31,1.18,7.00,0.51,2.47
7,11,2008,12.95,4.86,87.06,1.11,8.77,0.15,2.01
8,11,2008,13.04,4.14,83.84,1.41,14.06,0.00,2.61
9,11,2008,14.72,6.22,80.35,1.67,14.10,0.02,3.74
10,11,2008,15.57,5.90,80.90,1.46,13.16,0.00,2.74
11,11,2008,14.09,3.90,82.22,1.43,14.05,0.01,3.02
12,11,2008,14.18,6.39,84.04,1.17,10.01,0.02,2.71
13,11,2008,12.33,3.14,81.72,1.39,10.22,1.17,3.86
14,11,2008,11.00,1.09,75.41,1.43,13.40,0.00,3.43
15,11,2008,7.53,0.39,91.59,0.52,5.93,1.80,2.55
16,11,2008,12.88,5.98,84.81,1.01,7.65,0.13,3.07
17,11,2008,12.10,5.85,81.50,1.00,7.72,0.05,6.12
18,11,2008,13.74,4.79,84.56,1.04,9.84,0.08,3.70
19,11,2008,12.91,3.78,79.74,1.11,11.51,0.00,3.60
20,11,2008,10.63,4.34,85.18,0.71,8.15,0.28,2.07
21,11,2008,11.71,3.15,86.94,0.96,12.77,0.00,2.58
22,11,2008,15.27,1.27,78.40,1.23,13.09,0.03,3.24
23,11,2008,13.51,5.00,87.74,0.86,9.67,0.09,1.92
24,11,2008,11.87,6.70,88.32,0.62,5.69,1.34,3.68
25,11,2008,10.42,2.11,81.82,0.83,6.37,0.44,3.72
26,11,2008,10.03,-1.42,72.37,1.11,12.81,0.01,2.73
27,11,2008,10.30,4.66,83.97,0.91,6.00,6.02,4.88
28,11,2008,9.12,2.78,82.05,1.29,9.78,0.69,3.61
29,11,2008,9.74,1.25,70.45,1.46,12.34,0.01,5.48
30,11,2008,10.04,2.02,71.34,1.30,8.90,2.16,4.42
1,12,2008,8.28,-0.09,80.36,1.04,12.09,0.49,2.95
2,12,2008,7.44,3.31,79.70,1.05,7.62,3.41,2.47
3,12,2008,7.29,0.78,84.37,0.89,7.18,0.36,3.31
4,12,2008,5.33,0.27,96.55,0.15,0.52,11.02,2.25
5,12,2008,8.72,5.33,96.44,0.14,1.78,3.15,2.63
6,12,2008,11.04,2.80,82.73,1.08,10.41,0.12,2.84
7,12,2008,12.09,1.41,78.83,1.06,10.70,0.00,2.85
8,12,2008,10.92,2.80,78.44,0.98,10.65,0.06,2.95
9,12,2008,5.93,3.30,84.83,0.65,3.03,3.98,3.15
10,12,2008,5.71,-0.01,90.35,0.65,4.86,8.45,3.32
11,12,2008,6.67,-0.74,84.30,0.69,7.18,0.14,3.13
12,12,2008,7.02,-2.62,87.47,0.76,11.52,1.03,2.84
13,12,2008,6.15,1.86,90.32,0.43,4.01,1.16,2.93
14,12,2008,4.76,-0.26,95.21,0.28,3.90,18.08,4.92
15,12,2008,5.45,1.25,90.62,0.61,8.20,2.06,4.03
16,12,2008,7.20,-2.38,83.75,0.81,9.36,0.41,4.01
17,12,2008,10.34,-3.21,80.94,0.71,11.80,0.00,3.17
18,12,2008,11.34,-0.30,82.94,0.76,11.22,0.00,3.58
19,12,2008,12.82,-2.32,81.42,1.01,11.57,0.01,4.44
20,12,2008,13.45,-0.54,79.49,1.13,11.76,0.02,4.20
21,12,2008,14.30,-0.53,75.36,1.04,11.72,0.00,3.63
22,12,2008,10.28,-0.38,78.82,0.97,11.88,0.14,2.49
23,12,2008,8.27,1.44,91.45,0.72,8.26,0.23,1.83
24,12,2008,9.48,1.09,85.61,0.92,11.36,0.15,2.28
25,12,2008,8.62,0.19,85.28,0.63,8.45,0.01,2.74
26,12,2008,11.16,1.26,81.05,0.97,10.13,0.01,3.07
27,12,2008,4.74,-2.91,78.23,1.07,11.53,0.01,4.68
28,12,2008,4.63,-3.34,86.48,0.46,5.83,3.66,2.12
29,12,2008,2.65,-8.68,92.62,0.06,8.30,10.05,2.12
30,12,2008,2.36,-7.90,96.20,0.06,10.65,0.07,1.68
31,12,2008,3.14,-6.36,85.71,0.16,12.65,0.00,3.27
1,1,2009,3.33,-5.34,87.93,0.22,8.49,0.04,2.64
2,1,2009,4.92,0.15,90.10,0.33,8.60,0.55,1.44
3,1,2009,7.10,0.41,89.56,0.26,5.71,0.58,2.19
4,1,2009,6.07,4.59,97.02,0.06,0.88,5.03,1.64
5,1,2009,9.68,-0.26,86.55,0.79,7.92,0.15,2.97
6,1,2009,6.83,-2.61,87.58,0.48,6.90,0.28,2.79
7,1,2009,6.39,1.31,93.32,0.20,1.84,3.54,2.41
8,1,2009,7.10,0.73,88.28,0.72,8.04,2.66,1.87
9,1,2009,9.62,-0.11,84.61,0.84,9.58,4.51,2.32
10,1,2009,9.87,1.18,88.37,0.91,10.63,1.16,2.39
11,1,2009,8.79,1.26,81.97,1.05,8.26,0.00,6.76
12,1,2009,9.90,4.12,84.67,1.03,8.77,1.05,9.70
13,1,2009,11.06,6.64,85.11,1.08,8.08,0.69,7.09
14,1,2009,9.60,0.76,79.47,1.18,11.90,0.00,2.78
15,1,2009,8.76,-0.59,83.90,1.00,12.45,0.01,2.69
16,1,2009,8.67,-2.41,85.95,0.94,12.45,0.04,2.15
17,1,2009,8.15,1.56,88.09,0.84,9.08,0.25,1.86
18,1,2009,15.08,-0.45,76.58,1.30,12.96,0.00,3.24
19,1,2009,9.83,3.16,93.59,0.22,3.12,3.19,1.73
20,1,2009,8.59,5.42,98.75,0.02,0.39,14.21,1.08
21,1,2009,7.09,3.11,86.26,0.88,4.01,4.47,5.93
22,1,2009,6.43,-0.04,77.07,1.43,10.16,0.13,5.47
23,1,2009,8.21,-0.46,95.14,0.23,3.16,2.02,2.02
24,1,2009,13.79,4.37,89.17,0.61,6.32,1.63,2.66
25,1,2009,8.73,1.68,90.26,0.37,5.18,1.55,3.21
26,1,2009,7.63,0.08,85.46,1.34,12.10,3.89,4.65
27,1,2009,7.23,-0.95,84.49,0.82,6.72,0.69,3.96
28,1,2009,10.32,-1.87,80.74,1.27,13.84,0.01,3.33
29,1,2009,11.46,0.59,89.33,1.01,13.35,0.13,2.67
30,1,2009,12.92,0.25,85.67,1.33,14.40,0.05,2.43
31,1,2009,12.11,2.55,90.08,1.10,12.34,0.30,3.23
1,2,2009,12.00,5.14,85.23,1.31,13.52,0.34,4.90
2,2,2009,15.39,6.81,59.53,2.16,10.83,0.30,6.02
3,2,2009,9.19,4.39,93.44,0.29,2.15,9.34,3.21
4,2,2009,10.87,1.67,87.21,0.95,9.62,0.38,2.99
5,2,2009,13.50,4.04,74.52,1.93,14.75,1.31,4.18
6,2,2009,13.15,2.34,75.97,1.80,13.98,0.86,4.88
7,2,2009,9.67,3.83,84.09,1.07,5.76,3.61,4.80
8,2,2009,8.44,0.20,77.66,1.42,11.96,0.07,4.31
9,2,2009,11.37,-0.46,83.12,1.34,15.67,0.02,2.91
10,2,2009,12.15,1.52,87.95,1.19,14.55,0.04,2.85
11,2,2009,10.37,0.71,74.75,1.66,14.37,0.06,3.96
12,2,2009,8.17,-1.12,73.95,1.35,13.17,0.01,4.10
13,2,2009,9.53,-3.39,76.19,1.42,16.88,0.00,3.61
14,2,2009,10.80,-1.10,76.35,1.44,17.23,0.00,3.20
15,2,2009,10.81,-0.45,77.41,1.46,16.79,0.00,3.11
16,2,2009,8.75,1.45,78.68,1.34,16.08,0.00,2.33
17,2,2009,10.63,0.25,77.04,1.23,12.12,0.24,3.10
18,2,2009,8.28,-2.24,71.95,1.51,17.38,0.00,5.41
19,2,2009,10.65,-3.02,77.86,1.33,18.06,0.00,2.81
20,2,2009,12.68,0.79,74.92,1.46,17.33,0.16,3.01
21,2,2009,10.08,2.48,75.80,1.39,15.57,1.24,4.41
22,2,2009,7.08,2.21,89.72,0.57,4.70,5.76,1.99
23,2,2009,11.27,2.72,83.41,1.41,13.20,0.37,2.63
24,2,2009,12.23,3.42,82.27,1.37,13.19,3.19,2.59
25,2,2009,12.02,0.72,78.84,1.66,14.59,1.61,4.23
26,2,2009,11.32,-0.74,83.76,1.68,19.23,0.01,3.11
27,2,2009,11.85,-1.05,79.74,1.69,19.16,0.02,2.95
28,2,2009,12.73,1.01,71.89,1.64,15.66,1.34,3.19
1,3,2009,15.74,5.33,82.91,1.79,17.28,2.42,2.67
2,3,2009,15.22,1.63,80.00,1.74,17.30,0.02,2.93
3,3,2009,15.30,4.90,78.02,1.68,17.31,0.00,4.13
4,3,2009,9.45,4.60,89.11,0.48,3.87,4.69,4.64
5,3,2009,8.83,1.01,80.87,1.73,12.57,4.83,6.71
6,3,2009,7.29,-0.06,77.69,1.87,16.86,2.06,5.42
7,3,2009,10.80,0.74,79.83,1.92,16.83,2.47,5.41
8,3,2009,14.70,-0.42,77.58,1.95,19.84,0.00,3.02
9,3,2009,17.26,3.98,73.24,1.88,17.69,0.00,2.92
10,3,2009,15.81,3.81,77.42,1.94,20.45,0.00,3.03
11,3,2009,19.52,4.41,63.86,2.37,21.10,0.00,3.16
12,3,2009,16.52,4.03,66.52,1.95,20.97,0.00,2.63
13,3,2009,17.60,5.07,69.23,1.85,21.23,0.00,2.77
14,3,2009,20.75,6.89,61.74,2.01,21.52,0.00,3.11
15,3,2009,22.04,6.64,65.19,1.95,21.51,0.00,3.55
16,3,2009,16.53,5.77,66.24,1.37,21.82,0.00,6.41
17,3,2009,14.08,3.44,65.95,1.11,20.85,0.00,5.44
18,3,2009,14.15,-0.42,64.81,1.12,22.49,0.00,3.19
19,3,2009,15.94,3.41,58.13,1.13,22.57,0.00,3.91
20,3,2009,16.77,4.34,56.51,1.06,22.83,0.00,5.16
21,3,2009,10.20,-0.06,63.76,0.68,20.22,0.00,5.73
22,3,2009,11.37,-3.51,55.72,0.85,23.67,0.00,2.85
23,3,2009,15.47,0.76,45.95,0.95,23.80,0.00,3.62
24,3,2009,18.35,2.58,43.95,0.93,24.07,0.00,3.69
25,3,2009,17.76,1.15,56.45,0.72,24.00,0.00,4.32
26,3,2009,21.11,5.90,43.79,0.80,23.95,0.00,3.50
27,3,2009,24.52,7.93,33.24,0.81,21.75,0.08,4.23
28,3,2009,20.99,12.99,74.38,0.74,11.86,23.45,6.57
29,3,2009,17.49,9.51,86.52,2.28,15.64,12.29,4.57
30,3,2009,15.14,7.01,90.06,1.81,14.13,28.27,4.41
31,3,2009,10.58,5.04,90.14,1.65,9.80,3.75,4.64
1,4,2009,12.17,4.73,85.07,1.27,6.98,4.75,4.44
2,4,2009,14.07,2.50,81.54,2.52,23.27,0.52,3.00
3,4,2009,14.34,3.50,84.73,2.21,19.20,2.50,2.12
4,4,2009,10.82,5.77,91.13,0.61,5.11,9.88,2.47
5,4,2009,14.07,4.16,79.16,2.66,21.69,0.31,3.19
6,4,2009,14.86,2.82,77.08,2.87,24.75,0.00,2.96
7,4,2009,16.75,5.43,79.19,2.81,21.58,8.95,4.69
8,4,2009,11.00,6.51,85.56,1.06,7.64,13.39,2.75
9,4,2009,15.62,4.02,77.70,2.89,25.42,0.02,2.84
10,4,2009,18.76,6.54,79.35,3.06,25.05,0.00,3.47
11,4,2009,15.66,4.38,86.13,1.53,9.18,20.83,4.24
12,4,2009,11.39,2.11,75.68,3.20,26.52,0.50,5.05
13,4,2009,14.24,0.27,74.12,3.12,26.05,0.02,2.72
14,4,2009,17.36,4.22,61.23,3.77,26.11,0.00,4.87
15,4,2009,18.56,7.19,64.21,3.48,25.99,0.00,3.85
16,4,2009,18.34,6.53,72.37,3.44,26.25,0.00,4.11
17,4,2009,17.12,3.22,67.60,3.36,26.82,0.00,3.76
18,4,2009,15.43,4.45,74.34,2.79,25.00,5.77,3.29
19,4,2009,12.77,5.23,82.67,2.33,14.45,9.75,5.31
20,4,2009,13.49,4.01,75.64,3.03,23.99,0.00,5.19
21,4,2009,15.51,4.61,72.33,3.17,25.21,0.00,5.14
22,4,2009,15.26,3.90,73.57,2.95,25.87,0.00,4.57
23,4,2009,18.39,2.80,66.16,3.34,27.80,0.00,3.44
24,4,2009,19.89,4.54,64.14,3.12,27.81,0.00,3.45
25,4,2009,21.09,7.57,57.40,3.15,28.06,0.01,4.45
26,4,2009,23.49,10.29,48.19,2.83,21.32,0.00,4.73
27,4,2009,17.30,7.75,68.04,2.02,26.08,0.02,5.22
28,4,2009,19.78,7.33,63.50,2.11,25.68,0.00,3.46
29,4,2009,21.13,6.38,60.89,2.12,28.21,0.00,3.26
30,4,2009,22.30,7.80,61.35,1.75,27.25,0.00,3.47
1,5,2009,21.35,9.00,66.32,1.36,22.73,1.22,4.24
2,5,2009,17.12,8.73,69.75,1.42,23.11,0.03,6.36
3,5,2009,20.11,6.40,65.05,1.57,26.95,0.00,4.27
4,5,2009,20.78,5.62,61.04,1.36,27.30,0.00,5.04
5,5,2009,19.79,4.74,62.05,1.13,25.87,0.01,4.99
6,5,2009,20.79,4.67,58.60,1.13,27.91,0.00,3.60
7,5,2009,21.81,7.69,56.27,0.99,27.21,0.00,3.45
8,5,2009,24.00,10.21,48.78,0.98,27.58,0.00,4.06
9,5,2009,24.68,11.82,48.21,0.93,27.83,0.00,3.52
10,5,2009,25.85,11.60,44.98,0.93,27.86,0.00,3.17
11,5,2009,28.43,12.62,41.70,0.91,27.94,0.00,2.79
12,5,2009,28.41,13.07,44.95,0.83,28.13,0.00,2.38
13,5,2009,28.78,13.38,38.39,0.81,28.19,0.00,2.57
14,5,2009,30.20,13.83,42.69,0.84,27.74,0.03,4.48
15,5,2009,26.83,13.60,52.95,0.61,27.30,0.00,8.05
16,5,2009,28.64,13.37,44.16,0.80,27.30,0.00,3.50
17,5,2009,28.76,14.17,43.80,0.70,27.80,0.00,3.43
18,5,2009,32.25,17.80,37.32,0.73,24.84,0.00,3.66
19,5,2009,32.91,18.91,39.96,0.71,25.58,0.00,4.37
20,5,2009,32.67,18.53,35.49,0.70,27.91,0.00,3.59
21,5,2009,31.20,17.82,34.05,0.65,28.36,0.00,2.87
22,5,2009,30.62,17.47,35.35,0.62,28.48,0.00,3.73
23,5,2009,30.54,16.64,32.98,0.63,28.66,0.00,3.60
24,5,2009,30.63,15.64,26.21,0.62,27.50,0.00,3.33
25,5,2009,31.57,16.31,26.26,0.64,28.83,0.00,3.43
26,5,2009,34.00,18.87,32.69,0.60,25.81,0.00,3.38
27,5,2009,34.93,17.27,45.29,0.59,26.17,0.06,5.25
28,5,2009,29.47,17.29,48.74,0.98,15.62,0.81,3.73
29,5,2009,28.13,16.99,45.04,0.84,13.07,0.27,2.78
30,5,2009,32.44,18.57,39.05,1.01,23.58,0.23,3.04
31,5,2009,32.92,18.47,37.05,0.59,22.66,0.08,4.86
1,6,2009,26.29,15.07,62.86,0.48,25.84,0.00,6.03
2,6,2009,28.43,13.06,47.43,0.60,27.27,0.01,3.15
3,6,2009,26.84,12.57,41.31,0.53,26.66,0.05,6.08
4,6,2009,28.75,9.90,31.82,0.55,28.64,0.00,3.44
5,6,2009,31.93,16.50,23.93,0.69,24.61,0.19,5.48
6,6,2009,29.61,15.11,41.14,0.50,27.82,0.00,3.44
7,6,2009,28.02,15.54,44.67,0.49,26.53,0.00,3.40
8,6,2009,30.51,14.61,44.25,0.49,27.76,0.00,3.38
9,6,2009,31.45,16.69,50.04,0.47,24.48,0.00,4.81
10,6,2009,33.76,15.57,50.07,0.51,27.32,0.00,3.23
11,6,2009,36.23,18.33,40.40,0.52,27.50,0.00,3.32
12,6,2009,34.79,20.42,35.90,0.48,27.52,0.00,3.24
13,6,2009,35.88,20.05,32.55,0.50,27.49,0.00,3.30
